transaction_id,customer_id,product_id,quantity,unit_price,total_amount,discount_amount,tax_amount,shipping_cost,payment_method,transaction_date,order_status,shipping_address,channel
TXN_00003046,CUST_000023,PROD_000109,1,261.82,261.82,13.78,20.95,5.2,Credit Card,2025-07-22 14:09:30,Pending,"09324 Andrea Course Apt. 171, South Sarah, LA 67199",Phone
TXN_00003047,CUST_000265,PROD_000441,2,212.45,424.91,47.21,33.99,8.67,Credit Card,2025-07-22 14:09:34,Cancelled,"30523 Jessica Crossroad Suite 473, West Jeanport, NH 98175",Phone
TXN_00003048,CUST_000608,PROD_000071,4,307.58,1230.3,136.7,98.42,14.27,Credit Card,2025-07-22 14:07:19,Cancelled,"640 Alex Forge, New Davidburgh, AR 97596",Mobile App
TXN_00003049,CUST_000208,PROD_000219,3,290.49,871.48,96.83,69.72,6.17,Credit Card,2025-07-22 14:06:18,Refunded,"1877 Holmes Cape Apt. 046, Stewartfurt, ID 44371",Phone
TXN_00003050,CUST_000302,PROD_000062,4,221.77,887.07,46.69,70.97,10.66,PayPal,2025-07-22 14:07:58,Cancelled,"43878 Edwards Run Apt. 577, North Ronaldland, MS 17184",Mobile App
TXN_00003051,CUST_000047,PROD_000229,4,154.78,619.13,32.59,49.53,12.76,Credit Card,2025-07-22 14:05:29,Pending,"5562 Robertson Coves, Johnville, KY 59430",In-Store
TXN_00003052,CUST_000467,PROD_000189,2,240.45,480.91,9.81,38.47,12.68,Bank Transfer,2025-07-22 14:08:57,Pending,"99570 Griffin Stravenue, Sparksburgh, SC 56205",Phone
TXN_00003053,CUST_000661,PROD_000009,2,345.32,690.63,36.35,55.25,6.83,Debit Card,2025-07-22 14:05:02,Pending,"212 Cardenas Path Suite 856, South Christopher, LA 20453",Website
TXN_00003054,CUST_000126,PROD_000142,2,87.18,174.36,9.18,13.95,2.63,Debit Card,2025-07-22 14:08:09,Refunded,"031 Alexis Forge Suite 647, Steventon, MA 11016",Website
TXN_00003055,CUST_000024,PROD_000482,1,239.65,239.65,4.89,19.17,11.42,Bank Transfer,2025-07-22 14:08:20,Cancelled,"39636 Louis Mountains Suite 627, East Wayneshire, MA 13655",Phone
TXN_00003056,CUST_000768,PROD_000290,4,230.14,920.55,48.45,73.64,9.1,Bank Transfer,2025-07-22 14:06:27,Completed,"493 Travis Station, Danielshire, OK 84887",Phone
TXN_00003057,CUST_000884,PROD_000449,2,268.69,537.37,59.71,42.99,0.86,PayPal,2025-07-22 14:04:16,Pending,"910 Malone Center Suite 317, West Reneefort, OH 42582",In-Store
TXN_00003058,CUST_000837,PROD_000193,1,437.08,437.08,48.56,34.97,4.33,Bank Transfer,2025-07-22 14:08:58,Pending,"028 Ward Stravenue Apt. 839, Stephenchester, ME 53258",Website
TXN_00003059,CUST_000103,PROD_000231,3,176.73,530.19,27.9,42.42,2.64,Credit Card,2025-07-22 14:09:27,Refunded,"846 Alexandra Burg Suite 200, West Karen, GA 38068",Website
TXN_00003060,CUST_000833,PROD_000412,2,45.4,90.81,10.09,7.26,8.77,Debit Card,2025-07-22 14:08:58,Pending,"756 Thomas Extension, North Danielland, SD 59067",Website
TXN_00003061,CUST_000840,PROD_000307,2,190.16,380.32,20.02,30.43,11.2,Credit Card,2025-07-22 14:08:41,Completed,"837 Bryan Union Suite 366, East Derek, NE 30719",In-Store
TXN_00003062,CUST_000599,PROD_000414,2,473.64,947.28,49.86,75.78,10.18,PayPal,2025-07-22 14:06:52,Refunded,"975 Rachel Ville, Andersonshire, RI 71299",Website
TXN_00003063,CUST_000887,PROD_000298,1,117.57,117.57,13.06,9.41,6.33,Credit Card,2025-07-22 14:08:15,Completed,"6871 Randolph Glens, Ochoaborough, WY 75085",Phone
TXN_00003064,CUST_000652,PROD_000080,4,87.33,349.33,18.39,27.95,13.25,Credit Card,2025-07-22 14:09:08,Pending,"51135 Margaret Trail, Jamesmouth, FL 22092",Website
TXN_00003065,CUST_000358,PROD_000265,4,423.12,1692.46,34.54,135.4,13.86,Bank Transfer,2025-07-22 14:07:59,Completed,"1822 Robert Place Suite 288, Gravesview, UT 33189",In-Store
TXN_00003066,CUST_000130,PROD_000013,1,223.48,223.48,11.76,17.88,14.12,PayPal,2025-07-22 14:07:19,Pending,"480 Mary Club, New Colton, VA 30780",Mobile App
TXN_00003067,CUST_000655,PROD_000047,2,396.95,793.91,88.21,63.51,6.2,Bank Transfer,2025-07-22 14:09:49,Pending,"0165 Sean Course Apt. 681, Brianaside, AR 18852",In-Store
TXN_00003068,CUST_000030,PROD_000333,3,88.4,265.19,13.96,21.22,5.65,Debit Card,2025-07-22 14:06:01,Completed,"917 Sonia Cape Suite 700, Boonechester, TX 14651",Phone
TXN_00003069,CUST_000819,PROD_000187,2,327.42,654.84,72.76,52.39,8.45,Bank Transfer,2025-07-22 14:04:51,Refunded,"6089 Clark Corner, Lake Brandon, VI 32605",Mobile App
TXN_00003070,CUST_000771,PROD_000401,5,216.57,1082.85,22.1,86.63,0.08,Debit Card,2025-07-22 14:10:01,Completed,"USS Gentry, FPO AE 91655",Phone
TXN_00003071,CUST_000627,PROD_000196,3,385.84,1157.53,60.92,92.6,3.9,Debit Card,2025-07-22 14:05:13,Cancelled,"121 Crystal Isle Apt. 881, New Deborah, ND 69050",In-Store
TXN_00003072,CUST_000923,PROD_000061,1,32.08,32.08,1.69,2.57,10.48,Debit Card,2025-07-22 14:07:18,Pending,"1101 Owens Bridge Apt. 325, Frankport, TN 39004",Mobile App
TXN_00003073,CUST_000800,PROD_000045,4,70.8,283.21,31.47,22.66,10.51,Bank Transfer,2025-07-22 14:06:41,Pending,"USS Morales, FPO AA 79864",Website
TXN_00003074,CUST_000431,PROD_000165,2,318.4,636.8,13.0,50.94,13.42,Credit Card,2025-07-22 14:06:58,Refunded,"0817 Livingston Causeway, New Holly, PA 09255",Mobile App
TXN_00003075,CUST_000658,PROD_000045,3,77.1,231.29,4.72,18.5,9.78,PayPal,2025-07-22 14:04:45,Refunded,"0313 Vincent Hollow, Adrianberg, AZ 55287",Website
TXN_00003076,CUST_000886,PROD_000488,2,319.52,639.04,13.04,51.12,12.46,Bank Transfer,2025-07-22 14:07:48,Refunded,"6634 Jocelyn Plains Apt. 481, West Jacob, WI 53553",Phone
TXN_00003077,CUST_000166,PROD_000225,3,224.02,672.06,74.67,53.76,12.36,Bank Transfer,2025-07-22 14:06:46,Pending,"16241 Fred Creek Apt. 723, West Robertside, DC 62616",In-Store
TXN_00003078,CUST_000930,PROD_000355,3,183.13,549.4,11.21,43.95,14.66,Bank Transfer,2025-07-22 14:06:02,Cancelled,"USCGC Hawkins, FPO AA 20855",In-Store
TXN_00003079,CUST_000693,PROD_000296,1,56.07,56.07,2.95,4.49,6.79,Credit Card,2025-07-22 14:06:17,Refunded,"18422 Corey Plain Apt. 532, Port Andreaborough, TX 96341",In-Store
TXN_00003080,CUST_000808,PROD_000199,1,63.83,63.83,1.3,5.11,6.28,Bank Transfer,2025-07-22 14:10:06,Cancelled,"85571 Turner Shoals Apt. 584, Blackland, KY 36266",Phone
TXN_00003081,CUST_000365,PROD_000132,1,386.18,386.18,7.88,30.89,2.54,Credit Card,2025-07-22 14:09:41,Completed,"37976 Valentine Estate Suite 051, West Janiceport, FL 31322",Mobile App
TXN_00003082,CUST_000031,PROD_000243,5,431.64,2158.2,44.04,172.66,0.7,Debit Card,2025-07-22 14:09:14,Completed,"6156 Ortega Landing Apt. 711, North Ryanstad, AS 17555",In-Store
TXN_00003083,CUST_000127,PROD_000413,3,70.19,210.56,11.08,16.84,13.23,Debit Card,2025-07-22 14:08:43,Completed,"2088 Jon Route Suite 350, North Joel, NE 43035",In-Store
TXN_00003084,CUST_000218,PROD_000184,3,151.42,454.26,9.27,36.34,8.13,Credit Card,2025-07-22 14:05:19,Pending,"99493 Hill Avenue Apt. 716, New Mark, OK 64851",Mobile App
TXN_00003085,CUST_000827,PROD_000379,2,472.45,944.91,49.73,75.59,5.23,Debit Card,2025-07-22 14:08:39,Pending,"59946 Sanders Rapids, Port Jennifer, WI 32983",Mobile App
TXN_00003086,CUST_000973,PROD_000158,2,134.73,269.46,5.5,21.56,0.1,Debit Card,2025-07-22 14:08:46,Pending,"PSC 5023, Box 1600, APO AA 07408",In-Store
TXN_00003087,CUST_000100,PROD_000066,1,141.29,141.29,15.7,11.3,0.61,PayPal,2025-07-22 14:06:13,Cancelled,"7971 West Crest, Mcgeetown, CT 53380",In-Store
TXN_00003088,CUST_000067,PROD_000444,1,431.78,431.78,22.73,34.54,1.7,Debit Card,2025-07-22 14:07:30,Cancelled,"982 Cuevas Orchard Apt. 461, Port Sheliaberg, MI 41381",In-Store
TXN_00003089,CUST_000108,PROD_000074,3,199.45,598.35,66.48,47.87,11.94,Credit Card,2025-07-22 14:08:09,Pending,"968 Kevin Summit, Jasonhaven, FL 21597",Phone
TXN_00003090,CUST_000131,PROD_000316,5,396.04,1980.18,104.22,158.41,7.56,PayPal,2025-07-22 14:04:13,Pending,"5855 Duran Meadows Suite 939, South Katie, WA 33804",Mobile App
TXN_00003091,CUST_000480,PROD_000407,2,336.68,673.36,35.44,53.87,2.89,Debit Card,2025-07-22 14:04:33,Cancelled,"2944 Miranda Loop Apt. 982, Harrisport, AS 71072",Mobile App
TXN_00003092,CUST_000594,PROD_000298,4,124.1,496.39,26.13,39.71,13.79,Bank Transfer,2025-07-22 14:09:16,Pending,"USS Ball, FPO AA 14942",Website
TXN_00003093,CUST_000498,PROD_000421,5,357.03,1785.15,198.35,142.81,0.4,Debit Card,2025-07-22 14:08:06,Completed,"84523 Ochoa Shoals Suite 268, Greenfort, AR 15237",Mobile App
TXN_00003094,CUST_000277,PROD_000218,3,187.42,562.28,62.48,44.98,11.29,Credit Card,2025-07-22 14:06:22,Pending,"5676 Murray Points Apt. 612, Kristinshire, NY 49405",Website
TXN_00003095,CUST_000947,PROD_000060,4,98.18,392.71,8.01,31.42,11.7,Bank Transfer,2025-07-22 14:05:06,Cancelled,"12151 Cynthia Knoll Suite 244, Barkerberg, AZ 12802",Mobile App
TXN_00003096,CUST_000093,PROD_000166,1,176.66,176.66,9.3,14.13,1.77,Debit Card,2025-07-22 14:08:55,Refunded,"875 Bruce Ville, West Connor, DC 97614",Phone
TXN_00003097,CUST_000485,PROD_000289,2,60.77,121.54,2.48,9.72,1.13,Bank Transfer,2025-07-22 14:08:53,Cancelled,"9520 Hughes Bypass, South Tamarashire, OK 02211",In-Store
TXN_00003098,CUST_000748,PROD_000163,3,103.69,311.07,34.56,24.89,2.4,Credit Card,2025-07-22 14:07:45,Refunded,"9271 Brian Mill Apt. 512, Jacksonton, MT 71232",Mobile App
TXN_00003099,CUST_000610,PROD_000281,5,304.5,1522.48,31.07,121.8,11.62,PayPal,2025-07-22 14:08:55,Completed,"62486 Seth Hill Suite 266, East Jamesland, MN 66557",Mobile App
TXN_00003100,CUST_000222,PROD_000441,4,224.26,897.03,47.21,71.76,5.13,Credit Card,2025-07-22 14:05:23,Pending,"950 Nicole Loop Suite 971, West Susan, PA 43014",Mobile App
TXN_00003101,CUST_000693,PROD_000496,4,425.47,1701.87,89.57,136.15,6.7,Debit Card,2025-07-22 14:08:55,Completed,"18422 Corey Plain Apt. 532, Port Andreaborough, TX 96341",Phone
TXN_00003102,CUST_000569,PROD_000208,3,252.36,757.08,15.45,60.57,3.48,Bank Transfer,2025-07-22 14:10:04,Pending,"353 Alvarez Square, West Cassandra, IL 69839",Phone
TXN_00003103,CUST_000217,PROD_000356,3,433.74,1301.21,144.58,104.1,7.1,Debit Card,2025-07-22 14:08:24,Refunded,"71597 Davis Cove Apt. 097, East Jamesfurt, LA 27487",In-Store
TXN_00003104,CUST_000598,PROD_000131,4,404.2,1616.79,85.09,129.34,1.54,Debit Card,2025-07-22 14:07:13,Completed,"256 Kevin Gateway Suite 820, Paulabury, CT 43410",Phone
TXN_00003105,CUST_000083,PROD_000471,1,189.92,189.92,10.0,15.19,6.73,Debit Card,2025-07-22 14:08:23,Completed,"590 Meza Port Apt. 937, Gregoryton, CO 07863",Website
TXN_00003106,CUST_000172,PROD_000231,5,176.73,883.64,46.51,70.69,8.9,PayPal,2025-07-22 14:05:02,Cancelled,"7652 Jeffery Parkway Apt. 389, South Stevenland, DE 17701",Mobile App
TXN_00003107,CUST_000233,PROD_000156,3,213.34,640.01,71.11,51.2,0.92,Debit Card,2025-07-22 14:09:13,Completed,"52330 Melissa Stream Suite 420, Rogersfort, MI 99816",Website
TXN_00003108,CUST_000120,PROD_000304,3,250.94,752.82,15.36,60.23,10.37,PayPal,2025-07-22 14:09:58,Cancelled,"1875 Alexander Fords, Carpentermouth, MN 80819",Website
TXN_00003109,CUST_000321,PROD_000265,3,410.16,1230.49,64.76,98.44,1.41,Debit Card,2025-07-22 14:08:50,Pending,"37341 May Cliffs Suite 734, Kennethmouth, MA 59532",Website
TXN_00003110,CUST_000427,PROD_000382,5,113.06,565.29,62.81,45.22,9.6,PayPal,2025-07-22 14:08:52,Pending,"59140 Hudson Turnpike, East Pamela, CT 24743",Website
TXN_00003111,CUST_000196,PROD_000482,5,232.31,1161.56,61.14,92.92,12.77,Bank Transfer,2025-07-22 14:08:08,Refunded,"5508 Kemp Walk Apt. 077, North Kimberlyville, GU 74225",Mobile App
TXN_00003112,CUST_000721,PROD_000090,3,299.0,896.99,99.67,71.76,6.99,Debit Card,2025-07-22 14:05:48,Cancelled,"69945 Brian Inlet, New Samanthaville, AK 55466",In-Store
TXN_00003113,CUST_000180,PROD_000244,2,411.11,822.22,16.78,65.78,2.3,Credit Card,2025-07-22 14:09:37,Pending,"484 Alvarado Island, South Richard, RI 68051",In-Store
TXN_00003114,CUST_000779,PROD_000053,3,150.63,451.9,23.78,36.15,10.51,Credit Card,2025-07-22 14:10:04,Pending,"557 Melanie Fort Apt. 427, Lake Amberfurt, MO 98459",Website
TXN_00003115,CUST_000434,PROD_000256,3,353.94,1061.81,21.67,84.94,11.57,Bank Transfer,2025-07-22 14:05:52,Refunded,"079 Powell Crest Suite 706, Youngfurt, NC 19708",Website
TXN_00003116,CUST_000467,PROD_000153,4,472.82,1891.28,38.6,151.3,7.39,Bank Transfer,2025-07-22 14:04:39,Pending,"99570 Griffin Stravenue, Sparksburgh, SC 56205",Mobile App
TXN_00003117,CUST_000873,PROD_000367,2,291.03,582.07,64.67,46.57,11.36,Bank Transfer,2025-07-22 14:10:04,Cancelled,"51026 Black Ways Suite 963, West Sandra, NH 37349",Website
TXN_00003118,CUST_000163,PROD_000446,3,411.3,1233.9,137.1,98.71,13.09,Credit Card,2025-07-22 14:07:57,Pending,"97740 Fitzgerald Gateway Apt. 569, New Sophia, PW 75697",In-Store
TXN_00003119,CUST_000777,PROD_000143,4,10.7,42.79,2.25,3.42,10.75,PayPal,2025-07-22 14:07:07,Refunded,"9992 Sims Keys, Lake Paul, DE 97454",In-Store
TXN_00003120,CUST_000460,PROD_000203,1,172.04,172.04,3.51,13.76,13.25,PayPal,2025-07-22 14:10:08,Cancelled,"17028 Garcia Divide Apt. 593, Hillside, DC 00545",Mobile App
TXN_00003121,CUST_000321,PROD_000056,5,364.04,1820.2,95.8,145.62,2.58,PayPal,2025-07-22 14:07:10,Refunded,"37341 May Cliffs Suite 734, Kennethmouth, MA 59532",Phone
TXN_00003122,CUST_000775,PROD_000090,2,315.61,631.22,33.22,50.5,6.07,Debit Card,2025-07-22 14:08:15,Completed,"698 Hicks Path Apt. 703, Mortontown, AR 60269",In-Store
TXN_00003123,CUST_000967,PROD_000307,4,190.16,760.65,40.03,60.85,7.23,Debit Card,2025-07-22 14:08:54,Cancelled,"0223 John Keys Apt. 478, South Steven, DC 42784",In-Store
TXN_00003124,CUST_000594,PROD_000161,2,386.23,772.46,40.66,61.8,12.93,PayPal,2025-07-22 14:07:41,Cancelled,"USS Ball, FPO AA 14942",Website
TXN_00003125,CUST_000265,PROD_000111,5,390.59,1952.96,217.0,156.24,5.88,Debit Card,2025-07-22 14:09:45,Pending,"30523 Jessica Crossroad Suite 473, West Jeanport, NH 98175",Mobile App
TXN_00003126,CUST_000598,PROD_000019,3,120.89,362.66,19.09,29.01,0.13,Credit Card,2025-07-22 14:05:01,Pending,"256 Kevin Gateway Suite 820, Paulabury, CT 43410",In-Store
TXN_00003127,CUST_000289,PROD_000214,4,194.37,777.48,40.92,62.2,2.52,PayPal,2025-07-22 14:07:27,Refunded,"454 Patton Valleys, North Kurtmouth, MP 35171",Mobile App
TXN_00003128,CUST_000715,PROD_000390,5,297.99,1489.93,78.42,119.19,6.17,PayPal,2025-07-22 14:06:55,Pending,"03495 Miller Rapid, Bassland, CO 72278",Website
TXN_00003129,CUST_000727,PROD_000432,1,471.37,471.37,9.62,37.71,12.77,Debit Card,2025-07-22 14:08:56,Pending,"676 Shaw Ridge Suite 458, South Teresa, VA 37296",Mobile App
TXN_00003130,CUST_000498,PROD_000322,3,409.36,1228.1,136.46,98.25,1.31,Debit Card,2025-07-22 14:06:22,Completed,"84523 Ochoa Shoals Suite 268, Greenfort, AR 15237",Website
TXN_00003131,CUST_000174,PROD_000493,5,149.29,746.46,82.94,59.72,10.53,Bank Transfer,2025-07-22 14:05:04,Refunded,"USNS Winters, FPO AP 01068",Mobile App
TXN_00003132,CUST_000116,PROD_000375,4,324.4,1297.62,144.18,103.81,0.6,Bank Transfer,2025-07-22 14:05:53,Refunded,"372 Jason Locks, Laurenton, GA 51501",Website
TXN_00003133,CUST_000254,PROD_000189,3,220.82,662.47,73.61,53.0,13.78,PayPal,2025-07-22 14:04:16,Completed,"56341 Christian Rapids, Anthonyport, GA 71485",In-Store
TXN_00003134,CUST_000963,PROD_000287,4,205.55,822.18,16.78,65.77,2.91,Credit Card,2025-07-22 14:04:31,Refunded,"862 Harry Court Suite 386, Karenchester, NV 31153",In-Store
TXN_00003135,CUST_000411,PROD_000319,1,238.32,238.32,4.86,19.07,0.28,Debit Card,2025-07-22 14:09:30,Completed,"3857 Ryan Points Apt. 119, East Robert, AZ 27365",Website
TXN_00003136,CUST_000102,PROD_000052,1,394.26,394.26,43.81,31.54,8.62,Debit Card,2025-07-22 14:05:57,Cancelled,"782 Jessica Crossroad Apt. 699, Williamfurt, MT 80323",Mobile App
TXN_00003137,CUST_000326,PROD_000400,5,489.25,2446.23,49.92,195.7,9.29,Debit Card,2025-07-22 14:05:35,Pending,"8796 Perez Greens, Michaelport, MN 19504",In-Store
TXN_00003138,CUST_000668,PROD_000452,4,447.24,1788.95,198.77,143.12,1.4,Debit Card,2025-07-22 14:05:37,Refunded,"56685 Gloria Village, Jamesville, KY 68009",Website
TXN_00003139,CUST_000259,PROD_000374,1,158.76,158.76,8.36,12.7,6.3,Credit Card,2025-07-22 14:04:24,Pending,"35677 Tammy Mews Suite 960, North Jennifer, OR 81308",Phone
TXN_00003140,CUST_000783,PROD_000035,4,221.97,887.88,18.12,71.03,9.89,PayPal,2025-07-22 14:07:41,Refunded,"868 Monica Crescent Apt. 433, South Jonathanhaven, AK 42506",In-Store
TXN_00003141,CUST_000515,PROD_000300,4,291.89,1167.55,61.45,93.4,1.66,Bank Transfer,2025-07-22 14:06:42,Completed,"24050 Olsen Stravenue, Hendricksview, TN 72127",Phone
TXN_00003142,CUST_000064,PROD_000010,4,404.36,1617.43,33.01,129.39,13.05,Bank Transfer,2025-07-22 14:07:38,Cancelled,"886 Anthony Knoll Apt. 995, Smithchester, MS 11602",Mobile App
TXN_00003143,CUST_000814,PROD_000278,5,149.18,745.88,82.88,59.67,10.7,PayPal,2025-07-22 14:05:44,Completed,"9858 Bennett Knoll Suite 541, East Courtneyside, TX 68953",Website
TXN_00003144,CUST_000270,PROD_000283,5,223.68,1118.38,124.27,89.47,4.88,Bank Transfer,2025-07-22 14:04:24,Pending,"98854 Rios Vista Apt. 235, Hesterhaven, ID 52956",Mobile App
TXN_00003145,CUST_000160,PROD_000182,3,211.32,633.95,12.94,50.72,6.35,Bank Transfer,2025-07-22 14:07:48,Refunded,"19467 Jamie Route, Alexandrachester, IA 23379",Mobile App
TXN_00003146,CUST_000154,PROD_000377,2,126.53,253.06,28.12,20.24,10.1,Debit Card,2025-07-22 14:09:46,Pending,"USS Davis, FPO AP 84049",Phone
TXN_00003147,CUST_000688,PROD_000159,1,53.94,53.94,5.99,4.32,0.19,PayPal,2025-07-22 14:07:52,Cancelled,"PSC 9516, Box 7045, APO AE 93860",Website
TXN_00003148,CUST_000691,PROD_000371,4,363.77,1455.06,29.7,116.4,4.5,Debit Card,2025-07-22 14:08:22,Completed,"7376 Wilson Burg, Derrickhaven, TX 59643",Phone
TXN_00003149,CUST_000453,PROD_000470,3,153.98,461.93,24.31,36.95,4.14,PayPal,2025-07-22 14:05:41,Completed,"157 Eddie Burgs, West Janetmouth, CO 26123",Mobile App
TXN_00003150,CUST_000473,PROD_000206,4,37.94,151.74,16.86,12.14,2.68,Bank Transfer,2025-07-22 14:09:28,Refunded,"3561 Brown Stream, New Keith, MD 85681",In-Store
TXN_00003151,CUST_000743,PROD_000493,4,157.59,630.34,33.18,50.43,14.27,Credit Card,2025-07-22 14:08:29,Refunded,"16908 Richardson Harbor, East Michellebury, ID 48742",Mobile App
TXN_00003152,CUST_000406,PROD_000161,3,398.43,1195.29,24.39,95.62,9.07,Debit Card,2025-07-22 14:06:16,Completed,"52291 Thomas Stream, East Joann, GU 89950",In-Store
TXN_00003153,CUST_000369,PROD_000211,4,189.59,758.38,84.26,60.67,12.13,Bank Transfer,2025-07-22 14:07:46,Cancelled,"1122 Alexandra Station, North Karen, MI 44824",In-Store
TXN_00003154,CUST_000125,PROD_000170,1,86.66,86.66,9.63,6.93,7.67,Bank Transfer,2025-07-22 14:04:56,Completed,"663 Miller Road, New Kathy, PW 80876",Website
TXN_00003155,CUST_000113,PROD_000231,4,176.73,706.91,37.21,56.55,9.3,Debit Card,2025-07-22 14:09:16,Pending,"202 Nielsen Path, Greeneshire, SC 02941",In-Store
TXN_00003156,CUST_000965,PROD_000239,2,377.33,754.67,83.85,60.37,0.62,Debit Card,2025-07-22 14:09:34,Cancelled,"05112 Margaret Glens, South Paulafurt, ND 04568",Mobile App
TXN_00003157,CUST_000495,PROD_000477,4,178.16,712.66,79.18,57.01,4.61,PayPal,2025-07-22 14:06:49,Completed,"472 Estrada Lakes, East John, ID 05053",Phone
TXN_00003158,CUST_000978,PROD_000221,2,426.59,853.18,94.8,68.25,3.29,PayPal,2025-07-22 14:04:55,Refunded,"03854 Samuel Circle, Katherinemouth, OK 94151",In-Store
TXN_00003159,CUST_000112,PROD_000430,2,487.93,975.86,19.92,78.07,7.51,Bank Transfer,2025-07-22 14:04:27,Cancelled,"655 Sparks Rapids, New Nicolemouth, GA 30646",Phone
TXN_00003160,CUST_000433,PROD_000252,5,203.46,1017.29,20.76,81.38,11.41,Credit Card,2025-07-22 14:05:45,Pending,"77822 Alexis Estates, South Patriciashire, ND 24407",In-Store
TXN_00003161,CUST_000709,PROD_000468,3,104.32,312.96,34.77,25.04,11.59,PayPal,2025-07-22 14:08:30,Pending,"56756 Luna Alley Suite 188, Acevedoville, MS 64909",Phone
TXN_00003162,CUST_000946,PROD_000350,2,371.01,742.02,15.14,59.36,6.27,Credit Card,2025-07-22 14:10:12,Cancelled,"19991 Anderson Wall Suite 947, Padillaburgh, OR 26181",Phone
TXN_00003163,CUST_000094,PROD_000277,2,33.17,66.35,3.49,5.31,2.97,Bank Transfer,2025-07-22 14:09:54,Cancelled,"460 Derrick Flats Suite 697, West Michelle, HI 11093",Website
TXN_00003164,CUST_000967,PROD_000376,1,474.05,474.05,24.95,37.92,14.69,Credit Card,2025-07-22 14:10:10,Cancelled,"0223 John Keys Apt. 478, South Steven, DC 42784",Mobile App
TXN_00003165,CUST_000971,PROD_000314,5,437.56,2187.8,44.65,175.02,13.12,PayPal,2025-07-22 14:05:43,Refunded,"3007 Pacheco Green, Tinaland, AS 69842",In-Store
TXN_00003166,CUST_000870,PROD_000480,2,293.19,586.39,65.15,46.91,1.37,PayPal,2025-07-22 14:09:18,Pending,"9177 Colleen Falls Suite 096, Richardside, UT 70760",In-Store
TXN_00003167,CUST_000853,PROD_000383,5,13.66,68.3,3.6,5.46,9.05,Credit Card,2025-07-22 14:07:39,Pending,"879 Brian Turnpike Apt. 314, Carolside, TN 90616",Phone
TXN_00003168,CUST_000043,PROD_000367,5,307.2,1536.01,80.84,122.88,1.16,Bank Transfer,2025-07-22 14:05:56,Completed,"15447 Jackson Mills Suite 705, Hillton, CA 88474",In-Store
TXN_00003169,CUST_000576,PROD_000366,4,260.54,1042.15,54.85,83.37,12.7,Bank Transfer,2025-07-22 14:08:34,Completed,"PSC 5501, Box 9354, APO AA 94599",In-Store
TXN_00003170,CUST_000130,PROD_000383,2,13.66,27.32,1.44,2.19,6.83,PayPal,2025-07-22 14:10:04,Cancelled,"480 Mary Club, New Colton, VA 30780",Mobile App
TXN_00003171,CUST_000514,PROD_000498,4,243.06,972.23,51.17,77.78,0.77,Bank Transfer,2025-07-22 14:04:15,Completed,"675 Samuel Meadow, Port Timothy, RI 46031",Phone
TXN_00003172,CUST_000319,PROD_000264,3,208.7,626.1,69.57,50.09,13.18,PayPal,2025-07-22 14:05:43,Refunded,"6309 Dillon River Apt. 996, West Chelseaburgh, OK 82485",Phone
TXN_00003173,CUST_000416,PROD_000195,2,394.18,788.35,16.09,63.07,10.19,Bank Transfer,2025-07-22 14:07:56,Pending,"015 Katherine Valley, North Haileyfort, AS 13380",Phone
TXN_00003174,CUST_000474,PROD_000246,5,186.28,931.38,49.02,74.51,13.87,Credit Card,2025-07-22 14:06:52,Cancelled,"PSC 0545, Box 9671, APO AA 03062",In-Store
TXN_00003175,CUST_000931,PROD_000089,1,270.86,270.86,5.53,21.67,7.79,Credit Card,2025-07-22 14:09:18,Completed,"24023 Phillip Shores, South Paul, NH 54064",Mobile App
TXN_00003176,CUST_000932,PROD_000073,4,194.16,776.64,40.88,62.13,7.13,Debit Card,2025-07-22 14:09:48,Completed,"595 Laura Pine Apt. 767, Nortonburgh, IL 82414",Website
TXN_00003177,CUST_000378,PROD_000460,5,278.91,1394.54,28.46,111.56,4.62,Credit Card,2025-07-22 14:05:31,Refunded,"6539 Johnson Inlet, Robinsonchester, CT 01850",Phone
TXN_00003178,CUST_000018,PROD_000263,1,204.39,204.39,10.76,16.35,4.35,Debit Card,2025-07-22 14:08:59,Cancelled,"8377 Mcguire Course Suite 363, Elizabethstad, NJ 73045",Phone
TXN_00003179,CUST_000057,PROD_000209,4,267.81,1071.25,119.03,85.7,0.5,Credit Card,2025-07-22 14:04:40,Pending,"10690 Jamie Courts Apt. 790, Lake Bradley, NV 31216",Mobile App
TXN_00003180,CUST_000597,PROD_000245,4,466.42,1865.69,98.19,149.26,4.01,Bank Transfer,2025-07-22 14:06:11,Pending,"Unit 2204 Box 2986, DPO AE 22230",Mobile App
TXN_00003181,CUST_000275,PROD_000270,1,98.96,98.96,11.0,7.92,5.95,Bank Transfer,2025-07-22 14:04:51,Pending,"2728 Hanson Shores, West Tommy, CA 39131",Website
TXN_00003182,CUST_000376,PROD_000423,4,464.11,1856.45,97.71,148.52,7.07,Credit Card,2025-07-22 14:07:10,Pending,"686 Barbara Summit Suite 137, Port Heather, WV 25185",Mobile App
TXN_00003183,CUST_000211,PROD_000397,2,120.74,241.47,4.93,19.32,6.31,Bank Transfer,2025-07-22 14:05:07,Cancelled,"53779 Christian Port, Christinachester, MA 21771",Website
TXN_00003184,CUST_000971,PROD_000131,5,416.96,2084.8,42.55,166.78,0.24,Bank Transfer,2025-07-22 14:09:34,Refunded,"3007 Pacheco Green, Tinaland, AS 69842",In-Store
